Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
BIRD,Blue Bird Tbk.,2014-11-05,2502100000,Utama,Transportation & Logistic,1405,3515450500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-11-05,2022-10-14
BISI,BISI International Tbk.,2007-05-28,3000000000,Utama,Consumer Non-Cyclicals,1245,3735000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-05-28,2022-10-14
BJBR,Bank Pembangunan Daerah Jawa B,2010-07-08,10416229249,Utama,Financials,1350,14061909486150,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-07-08,2022-10-14
BJTM,Bank Pembangunan Daerah Jawa T,2012-07-12,14865343101,Utama,Financials,695,10331413455195,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-07-12,2022-10-14
BKDP,Bukit Darmo Property Tbk,2007-06-15,7513992252,Pengembangan,Properties & Real Estate,120,901679070240,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-06-15,2022-10-14
BKSL,Sentul City Tbk.,1997-07-28,67083561082,Utama,Properties & Real Estate,51,3421261615182,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BKSW,Bank QNB Indonesia Tbk.,2002-11-21,20232319124,Pengembangan,Financials,107,2164858146268,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-11-21,2022-10-14
BLTA,Berlian Laju Tanker Tbk,1990-03-26,25940187103,Utama,Transportation & Logistic,50,1297009355150,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BLTZ,Graha Layar Prima Tbk.,2014-04-10,873937142,Pengembangan,Consumer Cyclicals,2130,1861486112460,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-04-10,2022-10-14
BLUE,Berkah Prima Perkasa Tbk.,2019-07-08,418000000,Pengembangan,Industrials,284,118712000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-08,2022-10-14
BMAS,Bank Maspion Indonesia Tbk.,2013-07-11,4399026922,Pengembangan,Financials,1275,5608759325550,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-07-11,2022-10-14
BMHS,Bundamedik Tbk.,2021-07-06,8603416176,Utama,Healthcare,530,4559810573280,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-07-06 09:00:00,2022-10-14 16:00:00,2021-07-06,2022-10-14
BMRI,Bank Mandiri (Persero) Tbk.,2003-07-14,46199999998,Utama,Financials,9400,434279999981200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2003-07-14,2022-10-14
BMSR,Bintang Mitra Semestaraya Tbk,1999-12-29,1159200024,Utama,Basic Materials,825,956340019800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BMTR,Global Mediacom Tbk.,1995-07-17,16583997586,Utama,Industrials,290,4809359299940,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BNBA,Bank Bumi Arta Tbk.,2006-06-01,2744280000,Utama,Financials,1365,3745942200000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2006-06-01,2022-10-14
BNBR,Bakrie & Brothers Tbk,1989-08-28,21160865261,Pengembangan,Industrials,65,1375456241965,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BNGA,Bank CIMB Niaga Tbk.,1989-11-29,24880290775,Utama,Financials,1065,26497509675375,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BNII,Bank Maybank Indonesia Tbk.,1989-11-21,75357433911,Utama,Financials,246,18537928742106,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BNLI,Bank Permata Tbk.,1990-01-15,35819545925,Utama,Financials,1145,41013380084125,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BOBA,Formosa Ingredient Factory Tbk,2021-11-01,1155750000,Pengembangan,Consumer Non-Cyclicals,194,224215500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-11-01 09:00:00,2022-10-14 16:00:00,2021-11-01,2022-10-14
BOGA,Bintang Oto Global Tbk.,2016-12-19,3803526210,Pengembangan,Consumer Cyclicals,1270,4830478286700,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-12-19,2022-10-14
BOLA,Bali Bintang Sejahtera Tbk.,2019-06-17,6000000000,Pengembangan,Consumer Cyclicals,278,1668000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-06-17,2022-10-14
BOLT,Garuda Metalindo Tbk.,2015-07-07,2343750000,Pengembangan,Consumer Cyclicals,720,1687500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-07-07,2022-10-14
BOSS,Borneo Olah Sarana Sukses Tbk.,2018-02-15,1400000000,Pengembangan,Energy,60,84000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-02-15,2022-10-14
BPFI,Batavia Prosperindo Finance Tb,2009-06-01,2673995362,Pengembangan,Financials,635,1697987054870,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2009-06-01,2022-10-14
BPII,Batavia Prosperindo Internasio,2014-07-08,562224662,Pengembangan,Financials,10000,5622246620000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-07-08,2022-10-14
BPTR,Batavia Prosperindo Trans Tbk.,2018-07-09,1550000000,Utama,Transportation & Logistic,191,296050000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-07-09,2022-10-14
BRAM,Indo Kordsa Tbk.,1990-09-05,450000000,Utama,Consumer Cyclicals,8200,3690000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BRIS,Bank Syariah Indonesia Tbk.,2018-05-09,40717924372,Utama,Financials,1310,53340480927320,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-05-09,2022-10-14
BRMS,Bumi Resources Minerals Tbk.,2010-12-09,141784040338,Pengembangan,Basic Materials,155,21976526252390,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-12-09,2022-10-14
BRNA,Berlina Tbk.,1989-11-06,979110000,Pengembangan,Basic Materials,1295,1267947450000,2021-11-01 09:00:00,2022-10-07 15:59:00,2020-04-16 09:00:00,2022-10-07 16:00:00,2001-04-16,2022-10-14
BRPT,Barito Pacific Tbk.,1993-10-01,93747218044,Utama,Basic Materials,795,74529038344980,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BSDE,Bumi Serpong Damai Tbk.,2008-06-06,21171365812,Utama,Properties & Real Estate,910,19265942888920,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-06-06,2022-10-14
BSIM,Bank Sinarmas Tbk.,2010-12-13,19517921842,Utama,Financials,605,11808342714410,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-12-13,2022-10-14
BSML,Bintang Samudera Mandiri Lines,2021-12-16,1850225000,Pengembangan,Energy,670,1239650750000,2021-12-16 09:00:00,2022-10-14 15:59:00,2021-12-16 09:00:00,2022-10-14 16:00:00,2021-12-16,2022-10-14
BSSR,Baramulti Suksessarana Tbk.,2012-11-08,2616500000,Pengembangan,Energy,4560,11931240000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-11-08,2022-10-14
BSWD,Bank Of India Indonesia Tbk.,2002-05-01,1374912000,Pengembangan,Financials,,,,,,,2002-05-01,2022-10-14
BTEK,Bumi Teknokultura Unggul Tbk,2004-05-14,46277496376,Pengembangan,Consumer Non-Cyclicals,50,2313874818800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2004-05-14,2022-10-14
BTEL,Bakrie Telecom Tbk.,2006-02-03,36822665755,Utama,Infrastructures,,,,,,,2006-02-03,2022-10-14
BTON,Betonjaya Manunggal Tbk.,2001-07-18,720000000,Pengembangan,Basic Materials,396,285120000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-07-18,2022-10-14
BTPN,Bank BTPN Tbk.,2008-03-12,8066054461,Utama,Financials,2460,19842493974060,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-03-12,2022-10-14
BTPS,Bank BTPN Syariah Tbk.,2018-05-08,7626663000,Utama,Financials,2730,20820789990000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-05-08,2022-10-14
BUAH,Segar Kumala Indonesia Tbk.,2022-08-09,1000000000,Pengembangan,Consumer Non-Cyclicals,820,820000000000,2022-08-09 09:00:00,2022-10-14 15:59:00,2022-08-09 09:00:00,2022-10-14 16:00:00,2022-08-09,2022-10-14
BUDI,Budi Starch & Sweetener Tbk.,1995-05-08,4498997362,Utama,Consumer Non-Cyclicals,198,890801477676,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BUKA,Bukalapak.com Tbk.,2021-08-06,103062019354,Pengembangan,Technology,254,26177752915916,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-08-06 09:00:00,2022-10-14 16:00:00,2021-08-06,2022-10-14
BUKK,Bukaka Teknik Utama Tbk.,2015-06-29,2640452000,Pengembangan,Infrastructures,1085,2864890420000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-06-29,2022-10-14
BULL,Buana Lintas Lautan Tbk.,2011-05-23,14117599210,Utama,Energy,159,2244698274390,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-05-23,2022-10-14
BUMI,Bumi Resources Tbk.,1990-07-30,115634113853,Pengembangan,Energy,162,18732726444186,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BUVA,Bukit Uluwatu Villa Tbk.,2010-07-12,6811269200,Pengembangan,Consumer Cyclicals,60,408676152000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-07-12,2022-10-14
BVIC,Bank Victoria International Tb,1999-06-30,10382261242,Utama,Financials,128,1328929438976,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
BWPT,Eagle High Plantations Tbk.,2009-10-27,31525291000,Utama,Consumer Non-Cyclicals,65,2049143915000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2009-10-27,2022-10-14
BYAN,Bayan Resources Tbk.,2008-08-12,3333333500,Utama,Energy,72325,241083345387500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-08-12,2022-10-14
CAKK,Cahayaputra Asa Keramik Tbk.,2018-10-31,1203300219,Pengembangan,Industrials,224,269539249056,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-10-31,2022-10-14
CAMP,Campina Ice Cream Industry Tbk,2017-12-19,5885000000,Utama,Consumer Non-Cyclicals,280,1647800000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-12-19,2022-10-14
CANI,Capitol Nusantara Indonesia Tb,2014-01-16,833440000,Pengembangan,Energy,88,73342720000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-01-16,2022-10-14
CARE,Metro Healthcare Indonesia Tbk,2020-03-13,33250000000,Pengembangan,Healthcare,498,16558500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-03-13,2022-10-14
CARS,Industri dan Perdagangan Bintr,2017-04-10,15000000000,Utama,Consumer Cyclicals,76,1140000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-04-10,2022-10-14
CASA,Capital Financial Indonesia Tb,2016-07-19,54476269803,Pengembangan,Financials,760,41401965050280,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-07-19,2022-10-14
CASH,Cashlez Worldwide Indonesia Tb,2020-05-04,1431125517,Akselerasi,Technology,157,224686706169,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-05-04 09:00:00,2022-10-14 16:00:00,2020-05-04,2022-10-14
CASS,Cardig Aero Services Tbk.,2011-12-05,2086950000,Pengembangan,Infrastructures,382,797214900000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-12-05,2022-10-14
CBMF,Cahaya Bintang Medan Tbk.,2020-04-09,1875000000,Pengembangan,Consumer Cyclicals,50,93750000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-04-09,2022-10-14
CCSI,Communication Cable Systems In,2019-06-18,1199999998,Pengembangan,Industrials,700,839999998600,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-06-18,2022-10-14
CEKA,Wilmar Cahaya Indonesia Tbk.,1996-07-09,595000000,Utama,Consumer Non-Cyclicals,2200,1309000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
CENT,Centratama Telekomunikasi Indo,2001-11-01,31183464900,Pengembangan,Infrastructures,141,4396868550900,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-11-01,2022-10-14
CFIN,Clipan Finance Indonesia Tbk.,1990-08-27,3984520457,Utama,Financials,314,1251139423498,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
CHEM,Chemstar Indonesia Tbk.,2022-07-08,1700000000,Pengembangan,Basic Materials,88,149600000000,2022-07-08 09:00:00,2022-10-14 15:59:00,2022-07-08 09:00:00,2022-10-14 16:00:00,2022-07-08,2022-10-14
CINT,Chitose Internasional Tbk.,2014-06-27,1000000000,Pengembangan,Consumer Cyclicals,218,218000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-06-27,2022-10-14
CITA,Cita Mineral Investindo Tbk.,2002-03-20,3960361250,Pengembangan,Basic Materials,3000,11881083750000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-03-20,2022-10-14
CITY,Natura City Developments Tbk.,2018-09-28,5405188966,Utama,Properties & Real Estate,145,783752400070,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-09-28,2022-10-14
CLAY,Citra Putra Realty Tbk.,2019-01-18,2570000000,Pengembangan,Consumer Cyclicals,625,1606250000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-01-18,2022-10-14
CLEO,Sariguna Primatirta Tbk.,2017-05-05,12000000000,Utama,Consumer Non-Cyclicals,705,8460000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-05-05,2022-10-14
CLPI,Colorpak Indonesia Tbk.,2001-11-30,306338500,Pengembangan,Basic Materials,875,268046187500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-11-30,2022-10-14
CMNP,Citra Marga Nusaphala Persada ,1995-01-10,5434338797,Utama,Infrastructures,1935,10515445572195,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
CMNT,Cemindo Gemilang Tbk.,2021-09-08,17125504000,Utama,Basic Materials,870,14899188480000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-09-08 09:00:00,2022-10-14 16:00:00,2021-09-08,2022-10-14
CMPP,AirAsia Indonesia Tbk.,1994-12-08,10685124441,Pengembangan,Transportation & Logistic,216,2307986879256,2021-12-27 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
CMRY,Cisarua Mountain Dairy Tbk.,2021-12-06,7934683000,Utama,Consumer Non-Cyclicals,4400,34912605200000,2021-12-06 09:00:00,2022-10-14 15:59:00,2021-12-06 09:00:00,2022-10-14 16:00:00,2021-12-06,2022-10-14
CNKO,Exploitasi Energi Indonesia Tb,2001-11-20,8956361206,Utama,Energy,50,447818060300,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-11-20,2022-10-14
CNTX,Century Textile Industry Tbk.,1979-05-22,70000000,Pengembangan,Consumer Cyclicals,310,21700000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
COAL,Black Diamond Resources Tbk.,2022-09-07,6250000000,Pengembangan,Energy,328,2050000000000,2022-09-07 09:00:00,2022-10-14 15:59:00,2022-09-07 09:00:00,2022-10-14 16:00:00,2022-09-07,2022-10-14
COCO,Wahana Interfood Nusantara Tbk,2019-03-20,889863981,Pengembangan,Consumer Non-Cyclicals,260,231364635060,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-03-20,2022-10-14
COWL,Cowell Development Tbk.,2007-12-19,4871214021,Pengembangan,Properties & Real Estate,50,243560701050,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-12-19,2022-10-14
CPIN,Charoen Pokphand Indonesia Tbk,1991-03-18,16398000000,Utama,Consumer Non-Cyclicals,5300,86909400000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
CPRI,Capri Nusa Satu Properti Tbk.,2019-04-11,2433379958,Pengembangan,Properties & Real Estate,50,121668997900,2022-10-03 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-04-11,2022-10-14
CPRO,Central Proteina Prima Tbk.,2006-11-28,59572382787,Utama,Consumer Non-Cyclicals,58,3455198201646,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2006-11-28,2022-10-14
CRAB,Toba Surimi Industries Tbk.,2022-08-10,1950000000,Pengembangan,Consumer Non-Cyclicals,195,380250000000,2022-08-10 09:00:00,2022-10-14 15:59:00,2022-08-10 09:00:00,2022-10-14 16:00:00,2022-08-10,2022-10-14
CSAP,Catur Sentosa Adiprana Tbk.,2007-12-12,4458352920,Utama,Consumer Cyclicals,860,3834183511200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-12-12,2022-10-14
CSIS,Cahayasakti Investindo Sukses ,2017-05-10,1307000000,Pengembangan,Properties & Real Estate,75,98025000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-05-10,2022-10-14
CSMI,Cipta Selera Murni Tbk.,2020-04-09,816061500,Pengembangan,Consumer Cyclicals,3150,2570593725000,2021-11-01 09:00:00,2022-07-15 15:59:00,2020-04-16 09:00:00,2022-07-15 16:00:00,2020-04-09,2022-10-14
CSRA,Cisadane Sawit Raya Tbk.,2020-01-09,2050000000,Utama,Consumer Non-Cyclicals,610,1250500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-01-09,2022-10-14
CTBN,Citra Tubindo Tbk.,1989-11-28,800371500,Utama,Basic Materials,1625,1300603687500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
CTRA,Ciputra Development Tbk.,1994-03-28,18560303397,Utama,Properties & Real Estate,950,17632288227150,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
CTTH,Citatah Tbk.,1996-07-03,1230839821,Pengembangan,Industrials,50,61541991050,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DADA,Diamond Citra Propertindo Tbk.,2020-02-14,7178146908,Pengembangan,Properties & Real Estate,50,358907345400,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-02-14,2022-10-14
DART,Duta Anggada Realty Tbk.,1990-05-08,3141390962,Utama,Properties & Real Estate,192,603147064704,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DAYA,Duta Intidaya Tbk.,2016-06-28,2420547025,Pengembangan,Consumer Non-Cyclicals,232,561566909800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-06-28,2022-10-14
DCII,DCI Indonesia Tbk.,2021-01-06,2383745900,Pengembangan,Technology,36975,88139004652500,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-01-06 09:00:00,2022-10-14 16:00:00,2021-01-06,2022-10-14
DEAL,Dewata Freightinternational Tb,2018-11-11,1146170959,Pengembangan,Transportation & Logistic,50,57308547950,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-11-12,2022-10-14
DEFI,Danasupra Erapacific Tbk.,2001-07-06,687266666,Pengembangan,Financials,1455,999972999030,2021-11-01 09:00:00,2022-01-07 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-06,2022-10-14
DEPO,Caturkarda Depo Bangunan Tbk.,2021-11-25,6790000000,Utama,Consumer Cyclicals,412,2797480000000,2021-11-25 09:00:00,2022-10-14 15:59:00,2021-11-25 09:00:00,2022-10-14 16:00:00,2021-11-25,2022-10-14
DEWA,Darma Henwa Tbk,2007-09-26,21853733792,Utama,Energy,63,1376785228896,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-09-26,2022-10-14
DEWI,Dewi Shri Farmindo Tbk.,2022-07-18,2000000000,Pengembangan,Consumer Non-Cyclicals,276,552000000000,2022-07-18 09:00:00,2022-10-14 15:59:00,2022-07-18 09:00:00,2022-10-14 16:00:00,2022-07-18,2022-10-14
DFAM,Dafam Property Indonesia Tbk.,2018-04-27,1899852850,Pengembangan,Consumer Cyclicals,105,199484549250,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-04-27,2022-10-14
DGIK,Nusa Konstruksi Enjiniring Tbk,2007-12-19,5541165000,Utama,Infrastructures,111,615069315000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-12-19,2022-10-14
DGNS,Diagnos Laboratorium Utama Tbk,2021-01-15,1250000000,Pengembangan,Healthcare,246,307500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-01-15 09:00:00,2022-10-14 16:00:00,2021-01-15,2022-10-14
DIGI,Arkadia Digital Media Tbk.,2018-09-18,1625000000,Pengembangan,Consumer Cyclicals,50,81250000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-09-18,2022-10-14
DILD,Intiland Development Tbk.,1991-09-04,10365854185,Utama,Properties & Real Estate,170,1762195211450,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DIVA,Distribusi Voucher Nusantara T,2018-11-27,1428571400,Pengembangan,Technology,985,1407142829000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-11-27,2022-10-14
DKFT,Central Omega Resources Tbk.,1997-11-21,5638246600,Pengembangan,Basic Materials,117,659674852200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DLTA,Delta Djakarta Tbk.,1984-02-27,800659050,Utama,Consumer Non-Cyclicals,3810,3050510980500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DMAS,Puradelta Lestari Tbk.,2015-05-29,48198111100,Utama,Properties & Real Estate,166,8000886442600,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-05-29,2022-10-14
DMMX,Digital Mediatama Maxima Tbk.,2019-10-21,7692307700,Pengembangan,Technology,1170,9000000009000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-10-21,2022-10-14
DMND,Diamond Food Indonesia Tbk.,2020-01-22,9468359000,Utama,Consumer Non-Cyclicals,820,7764054380000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-01-22,2022-10-14
DNAR,Bank Oke Indonesia Tbk.,2014-07-11,13816569569,Utama,Financials,159,2196834561471,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-07-11,2022-10-14
DNET,Indoritel Makmur Internasional,2000-12-11,14184000000,Pengembangan,Financials,3720,52764480000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DOID,Delta Dunia Makmur Tbk.,2001-06-15,8621173232,Utama,Energy,410,3534681025120,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-06-15,2022-10-14
